labels,sentences
1,长 一层 杂草 剩下 枯萎 玫瑰 星星 抹掉 月亮 一角 好 星光 不及 月光 苦笑 再度 共情 太宰 治所 写 那句 太 敏感 人会 体谅 痛苦 自然 坦率 胆小鬼 幸福 都 会 害怕 棉花 都 会 受伤 有时候 还 幸福 伤 怎配 拥有 爱 爱 资格 亦 或许 给予 爱 看不见 如同 鱼儿 看不见 海水
1,泪流满面 心脏 抽搐 再也不会 身边 有时候 心脏 疼 不 来自 感受 模糊 痛苦 有人 问 爱 说 爱 本质 心疼 一个 从未 感受 爱 人 批评 爱 一件 多么 荒谬 事情 真的 感觉 熬不过 冬天 真的 好 想 好想你 次 梦见 身边 擦 眼泪 去 打扰 忍不住 想 手上 一道道 伤口 日复一日 失眠 反胃 吃不下 饭 心脏 疼到 想 心 吐出来 或许 会 心疼 一秒钟 便 意义 永远 停止 爱 生命 都 肯定
1,真的 不 身边 关心 人 是从 哪看 好像 过得 特别 爽 特别 放纵 光鲜亮丽 失眠 厌食 躯体 化 心脏 痛 情绪 崩溃 记忆力 注意力 分散 头发 一大 掉 手腕 上 一道道 重复 印记 隐藏 不 解释 不 代表 不 不 我妈 去 找 老师 聊 攻击 开学 焦虑 更 下午 被迫 初中 数学老师 拉出去 团建 一家人 吃饭 聊天 真的 婉拒 好 总要 现实 饭局 人 来说 简直 恐怖 人 不 地球 人 地球 创造 请 交给 人 话 不 父母 不 真假 赶快 去 上学 荒废 时光 状态 好 抓住机会 一句 话 都 听不进去 脸快 僵硬 动弹 标志性 假笑 面对 一颗 热心 太 无力 不想 吃 东西 被迫 去 吃 自助 唯一 融入 血液 感觉 恶心 想 吐 憋 回去 匆匆 赶回 家 快 哲学 课强 撑 不 清醒 脑子 去 思考 理解 压抑 崩溃 情绪 终于 都 更 心脏 抽搐 痛感 情绪 反扑 加倍 回来 发现 很 有趣 东西 亚里士多德 说 潜能 质料 形式 刚 看起来 着实 抽象 费解 拆开 一点点 举例 讲 好久 终于 懂 长 深奥 分析 去 描述 定义 真的 一个 人格分裂 来得 直白 形象 字面上 理解 难怪 世人 统统 艺术家 哲学家 敬仰 恐惧 褒奖 唾弃 称之为 疯子 不要命 人人 避 不及 可悲 人 肆意 占有 艺术品 说 画 文字 多么 高贵 后 创作 艺术 本身 痛苦 灵魂 打入 地狱 锁上 一道道 大锁 走 还 不 忘 厌恶 地吐 一口 唾沫 只 贯彻 全身 地想 吐 只能 用无语 形容 到底 疯子 承认 世间 容身之处 审判 灵魂 终于 困了 睡眠 时间 大概 每晚 都 不到 四个 小时 希望 我能 尽力 控制 好 伤害 力度 晚安 好 梦
1,挺 莫名其妙 最 喜欢 那句 海浪 打湿 白裙 试图 推 回去 现实 来不及 来不及 曾 笑 哭泣 来不及 来不及 明明 讨厌 窒息 才 会 迷恋 那句 海浪 清洗 血迹 妄想 温暖 感同身受 针扎 不到 身上 永远 感觉 不到 痛 道理 早就 明白 恍惚 间 一天天 讨厌 等待 无可奈何 挣扎 一种 全世界 都 有救 没救 感觉 现实 无尽 药物 中 竭尽全力 却 沉沦 每分 每秒 想 死 念头 中 清醒 控制 理智 自残 频繁 次数 无力 可笑 不知 尽头
1,行 日常 崩 心情 勉强 今晚 咨询 挽救 不了 多久 去 补 上次 做 完美 甲 洗澡 掉 钻 这辈子 唯一 做 成功 事情 养 指甲 秃 软 薄到 轻轻 疼 极其 排斥 甲片 太长 不 舒服 不惜 忍着 刺痛 准确 说真的 不怎么 疼 一遍 遍上 建 全文
1,焦虑 躯体 化 动 不了 控制不了 可悲 控制 不住 去 做 神奇 控制 不住 不 做 四肢 动弹 居然 身上 再配 上 日常 熟悉 心脏 疼 抑郁 情绪 反扑 真的 只能 说绝 震惊 一秒 一次次 刷新 认知 真的 不 明白 医生 居然 说 两个 月 波动 减 抗焦虑 药是 想 量表 做 焦虑 能到 120 人 放心 做 不到 不加药 不错
1,夜深人静 黑暗 才 勉强 自由 呼吸 脱离 混乱 时光 一个 文字 痴迷者 来说 字 厌恶 至极 无法控制 手抖 字 更丑 一个 蜡烛 燃尽 生命 时刻 肆意 散发 最 浓烈 香味 绽放 出 最 美丽 花瓣 色彩 微弱 烛光 恍惚 时光 全文
1,痛苦 理由 持续 久 痛苦 生命 一部分 活着 痛苦 沉沉 睡去 时刻 清醒 刺痛 我会 走 走 落泪 会 凌晨 一点 惊醒 哭 努力 睡着 头疼 快要 裂开 窒息 压抑 渗入 头骨 热潮 折磨 居然 愚人节 真的 挺 适合 自愚 人 一种 想 马上 去 死 冲动 毕竟 痛苦 爱 都 消散 愚弄 中 讽刺 塔罗 中 愚人 0 号牌 美好 梦想 爱 献身 在我看来 愚人 世界 更 智慧 都 不 毕竟 人能 逃得 都 站 说话 不 腰疼 靠近 爱上 捡起 拼好 摔碎 绝杀
1,抑郁 发作 日常 躯体 化 心脏 疼痛 肚子疼 床上 阴暗 蠕动 说 想要 死 折磨 好 想 抱抱
1,少 想 出 物料 合集 希望 帮到 广东省 人民 医院 广东省 精神 卫生 中心 初诊 流程 分享 网页 链接 医生 推荐 帖 网页 链接 推荐 理由 网页 链接 挂号 指南 帖 网页 链接 医生 出诊 时间 院区 网页 链接 就诊 小 技巧 网页 链接 简单 版 住院 经验 网页 链接 最新版 住院 经验 网页 链接 电疗 事 网页 链接 判断 医生 心理 治疗师 适合 网页 链接 服用 药物 单日 最 网页 链接 干坏事 自伤 吞药 咋办 网页 链接 小小 分享 小 日常 加油 网页 链接 划 重点 情况 请 反馈 医生 治疗师 就诊 小 技巧 勇敢 选择 面对 治疗 好好 遵 医嘱 遵 医嘱 遵 医嘱 小 20201219 正式 确诊 诊断 不 公开 占 字数 截止 入宫 五次 都 省 医惠福 8 楼 精神科 电疗 9911 共 29 次 经颅 磁 生物反馈 音乐 床 治疗 共 15 次 低频 脉冲 电 治疗 好 生病 期间 曾 参与 工作 4 次现 门诊 调药话疗 个体 心理治疗 并行 私聊 评论 拒绝 人身攻击 拉黑 举报 挂 主页 拒绝 程度 惨 上纲上线 程度 都 尊重 不 分 尊贵 祝 早日康复
1,有时候 我会 睡 十几个 小时 真的 很困 梦 太 美好 会 显得 现实 多么 令人 失望
1,有时候 无力 看不清 改变 没用 真的 干什么 都 没用 想起 早已 破碎 记忆 遥远 深刻 刻骨铭心 不 难过 心脏 疼 疼 不 致死 从来 恨 一个 四五岁 孩子 瑟瑟 发抖 蜷缩 墙角 偷偷 擦掉 大拇指 鲜血 满眼 空洞 恐惧 恐惧 居然 还 想着 帮 解决问题 发挥 作用 捂着 耳朵 后退 深陷 无意识 最底层 最 厚重 提线 生命 恐惧 玻璃 砸碎 割破 手指 鲜血 止住 发现 重打 每夜 无眠 好似 伴着 争吵 入睡 眼角 泪花 跪下 求 往外 推 遗失 坐在 马路 对面 灵魂 空洞 痛苦 面具 永恒 不 想 回家 不 都 一个 雕塑 强行 雕塑 成 想要 样子 做 不 做 都 罪大恶极 正常人 生活 模式 说 白眼狼 努力 自救 找到 归宿 说 吸血鬼 我本 恐惧 伤口 发现 羞耻 噩梦 回忆 不想 说 拥有 爱 心结 一刀 刀以 命相 逼 攻击 都 不 放不下 东西 附属 破碎 生命 关系 都 逃 追 或许 一个 人 不 一生 去 治愈 童年 或许 超脱 最 本质 生死离别 更 迷离 痛苦 坚定 当未 发生 一块 海绵 都 会 留下 印记 好 说 多年 不 都 熬过来 没事儿 责骂 暴打 孩子 选择 放弃 爱 他会 选择 放弃 爱 罪 明明 安静 听 却是 破碎 瓶瓶罐罐 推倒 椅子 辱骂 声 纠缠 疯子
1,早上 七点 半 出门 上班 回到 家 整整 13 小时 还 没 猝死
1,坐标 成都 发下 去 华西 检查 流程 小 经验 仅供参考 20 年 毕业 后 回 成都 常去 医院 西京医院 换到 华西 西京医院 攻略 主页 置顶 华西 心身 科 规模 西京 大 他分 两种 一种 只 开药 诊断 心理卫生 专科门诊 挂号 价格 一百 以内 一种 只 做 心理咨询 不 开药 心理咨询 治疗 门诊 价格 二百多 一点 一种 神经 精神 类 疾病 门 特续方 门诊 最 挂号 一个 三个 1 号源 不 看病 2 限 3 月 内在 我院 神经 精神 专科 就诊 记录 门特 病人 续方 3 重型 精神疾病 患者 请 挂 门诊 心理卫生 也就是说 只 开药 三个 月 内 华西 就诊 记录 三种 门诊 挂号 页面 区别 请 看图 1 挂号 指南 选择 网上 预约 先 关注 华西 公众 号叫 四川大学 华西 医院 划 重点 点击 诊疗 服务 页面 有个 灰色 写 暂无 电子 健康 卡 点击 申请 点击 填写 一张 电子 就诊 卡见 图 2 点击 门诊 挂号 选择 预约 挂号 当日 挂号 都 都 进去 后会 很多 科室 开药 诊断 选择 心理卫生 专科门诊 心理咨询 选择 心理咨询 治疗 门诊 一种 方式 常用 顶部 见图 3 输入 心理 两个 字 会 选择 门诊 图 1 划线 位置 门诊 选错 网上 放号 时间 早上 八点 说 晚上 八点 会 放 从来 都 没 提前 选择 医生 页面 八点 会 很 卡 眼疾手快 精准 定位 提前 选 好 医生 好 几次 死 输入 验证码 上 选择 现场 挂号 华西 医院 第二 门诊部 睡眠 医学中心 划 重点 就诊 千万别 走错 办理 就诊 卡后 电子 就诊 卡 行 大厅 左边 一排 机子 挂 挂 只 帮 一个 老奶奶 操作 神经内科 当日 号 不 都 现场 号 号 网上 预约 就诊 指南 心理卫生 门诊 到达 第二 门诊部 后 进去 大厅 右转 后往 左 走 一楼 3 区 会 工作人员 引导 疫情 期间 只能 一位 家属 陪同 每次 都 孤身 前往 记 不 大清 电子 就诊 卡给 前台 操作 对面 休息区 稍作 休息 号 后 诊室 医生 开 检查 项目 最最 右边 楼梯 上楼去 做 检查 拿药 大厅 检查和 药品 费用 都 微信 公众 号 上交 医生 开 检查和 药品 后 会 自动 跳 一个 缴费 建议 办理 电子 就诊 卡 实体 就诊 卡 缴费 不大清楚 心理咨询 门诊 到达 第二 门诊部 后 进去 大厅 右转 后 往右边 楼梯 上 二楼 二楼 1 区 门口 会 工作人员 电子 就诊 卡 交给 登记 后 门外 等候 咨询 时间 四十分钟 下次 还 想 医生 做 咨询 咨询 医生 帮 挂 诊间 挂号 下次 咨询 不用 去 网上 抢 号 还 医生 商定 下次 咨询 时间 挂 诊间 挂号 后 去 一楼 大厅 自助 挂号 机上 缴费 才 锁定 手机 上 操作 不了 是续 药 指南 后续 治疗 中 只 想续 药 不想 就诊 三种 办法 1 医院 取药 网上 挂 最 挂 神经 精神 类 疾病 门 特续方 门诊 都 挂到 第二天 第三天 号 价格 13 第二 门诊部 大厅 右转 一楼 1 区 就诊 完后 去 大厅 取药 2 公众 号线 上 问诊 华西 开通 线 上 问诊 只 挂号 旁边 点击 线上 问诊 见图 4 点击 心理卫生 中心 选择 喜欢 医生 问诊 价格 30 医生 会 开药 开 完药 后 选择 医院 自提 医院 快递 顺丰 运费 承担 3 京东 宝 京东 大 药房 阿里 健康 都 购买 处方药 先 问诊 病例 才 开 病例 三天 以内 两个 平台 都 提供 线 上 问诊 操作 价格 几块 华西 国产 药 大部分 都 改为 国产 药 进口药 建议 网上 购买 祝愿 人 都 好 万物 皆 裂痕 光照 进来 地方 颂歌
1,天气 温度 头晕 脑胀 这病躯 情绪 梦魇 时间 窒息 空气 一步步 强行 溺死 疼痛 才能 意识 活着 说 疼 疼 才能 清醒 一点 都 不想 清醒 无比 渴望 死亡 二十六 度下 冰雹 小狗 瑟瑟 发抖 依偎 床边 想 清晰 感受 心脏 传来 刺痛 爱 想要 去 爱 人 不 这份 爱 来说 算不算 伤害 来说 生命 承受 伤害 不 伤痕 伤口 上长 出 彼岸花 血吻 最美 花 想 看起来 万劫不复 人 会 执着 一个 人 是因为 一刻 真实 体会 确切 可用 一生 幸福 说 人生 对错 值不值得 说 值不值得 背后 愿不愿意 选择 痛苦 背后 相配 幸福 人生 结尾 到底 幸福 痛苦 占上风 由不得 此刻 痛彻 入骨 极致 不 后悔 只 盼望 嫌弃
1,真诚地 想 问 一句 人 不 吃饭 不 睡觉 活着 躯体 化能 失眠 噩梦 不至于 猝死 不想 吃 食物 好像 不想 都 不吃 情绪 一遍 遍 崩溃 鲜血 四溢 却 残留 一丝 理智 不甘 好像 身体 都 毛病 心脏 日常 疼痛 无力 头疼 胃疼 呕吐 都 不至于 要命 记忆力 全文
1,真的 半夜 再 发疯 感觉 宇宙 传讯 理解 错 昨晚 发疯 沙 都 没想到 愿念 莫名其妙 一种 方式 宇宙 接受 昨天晚上 做 晚上 目睹 杀人 现场 噩梦 细节 精细 重点 还 动 闭眼 只能 一点点 心碎 目睹 熬 天亮 全文
1,正式 换 咨询师 表情 包 点烟 真的 很 谢谢 千里 确实 活着 违背 本心 对不起 或许 我要 负责 规则 制度化 分析 确实 翻天覆地 逼迫 确实 成长 处在 死亡 边缘 痛苦 才 懂 一点点 爬起来 不 值得 去 一味 感谢 或许 房琪 那句话 说 很 活着 取悦 别人 寻找 同频 共振 一部分 人 我会 永远 独立思考 力量 捍卫 自性 神性 有时候 没 去 献祭 舔 舐 恶魔 鲜血 活着 踩 踏 去 寻找 世界 宇宙 人生 悲剧性 拥有 不 磨灭 自性 神性 死 而生 尊重 人有 世界 去 理解 同化 一棵树 到达 天堂 其根 深深 扎根 地狱 痛苦 活着 自欺欺人 行尸走肉
1,不 明白 第一次 看 感情 阿卡西 一只 小猫 不 懂 委屈 无力感 涌入 心头 不知不觉 便 泪流满面 明白 很 没人会 喜欢 一只 垃圾桶 里 翻出来 戒备 心 很 强 野猫 脏 臭 带有 疾病 害怕 人 人 都 亮出 锋利 爪子 好 唯一 黏着 好 情绪 坏 情绪 都 讨厌 任何人 敏感 自卑 冷淡 点 会 抑郁 一不小心 会 不吃不喝 死 掉 太 麻烦 说 没人会 喜欢 只能 说 没人会 喜欢 小猫 不 懂 道理 人类 懂 不再 憧憬 爱 嘴硬 代表 不了 心 代表 想 保护 决心
1,回想 遥远 遥不可及 抵触 未来 眼前 未来 触手可及 未来 说 看不到 未来 未来
1,昨天 太累 没 晚安 早安
1,会 缓解 情绪 烦 不
1,神力 少女 呜呜 好 感动 谢谢 平安 叶 糖果 想 哭 心脏 苦 还 记得 很早 聊过 一段话 哈哈哈 说 死 想 说 一句 对不起 我爱你 希望 坟 前 插 一支 白色 花 忘记 说 带 走 我会 生气 那样的话 我会 梦里 插 一朵 龙胆 花 开玩笑 说 跟我走 我会 梦里 插 一朵 山茶花 白色 昵称 仅 独特 卑微 最 纯粹 爱 我会 意念 传输 身边 别忘了 白 女巫 那一刻 两个 破碎 痛苦 灵魂 相偎 印象 深刻 问 龙胆 花 花语 爱 上 忧伤 时 眼泪 此刻 心情 自抑 说 谢谢 爱 忧伤 白 山茶 花语 一条 人比 更 珍贵 说 来说 坠落 有人 坚定 选择 会 毫不犹豫 拥抱 回 个性 签名 很 应景 请 抱紧 肋骨 断裂 发出声音 来说 一个 拥抱 忧伤 人 死 松手 说 第一次 写 这句 话 爱 上 这句 话 人比 更 晶莹 说 致 致 致 或许 本为 一体 人会 两个 痛苦 灵魂 找到 救赎 这些年来 痛苦 中 好多好多 晶莹剔透 语言 形容 美是 超越 时空 温暖 不 语言 拥纳 懂得 我该 形容 亲情 爱情 仅仅 友情 形容 太过 潦草 没关系 世界 所有人 都 不 懂 想 懂 懂 黑暗 里 盛开 向日葵 平安 叶 平安夜 一同 圣诞 一同 跨年 一同 熬过 痛苦 抱歉 言说 想 祝福 回归 本初 平安夜 平安 叶 朋友 岁 岁 平安
1,妈妈 诉苦 帮不上忙 睡不着 觉
1,很 想 朋友 倾诉 但怕 负面 情感 会 淹没 害怕 表达 不 误解 害怕 连接 越来越少 生活 一列 火车 脱轨 便 难以 回归 正轨
1,孽缘 迈进 第四年
1,希望 记得 去 朋友家 出门 刚好 妈妈 回来 妈妈 煮 米线 都 吃 朋友 吃 完 妈妈 吃 完 再 去 玩 朋友 偏 不 妈妈 斗嘴 开玩笑 一种 很 和谐 轻松 气氛 惊讶 都 羡慕 表情 没 经历 在我看来 家庭 氛围 顶嘴 做 事 都 小心翼翼 不 骂 做 家务 都 做 如果说 不 父母 会 苦生 辛苦 别人 家 孩子 流泪 说 都 从来 开玩笑 轻松 氛围 爸妈 总 喜欢 留守 儿童 早早 当家的 看 小时候 会 煮饭 看 小小年纪 家务活 全包 看 都 父母 身边 知足 想 钱 孝敬父母 时 只会 说 钱 不 父母 瞧 不 上 那点 钱 总会 很 好 打击 小孩 会 很 莫名其妙 争风吃醋 工作 忙 照顾 儿子 做饭 扫地 做 家务 反正 回来 做 会 没 做 少不了 一顿 骂 弟弟 说 想 姐姐 玩 妈妈 一句 才 妈妈 这时候 承认 妈妈 平时 抛下 去 玩 自私 不在乎 儿子 饿 不 饿 不在乎 儿子 一个 破碎 童年 吵架 不管不顾 昨晚 吵架 感悟 很深 半夜 吓醒 睡不着 活着 家庭 真的 好累 抱 不想 活着 活着 很 希望 如果说 生下 一个 孩子 慎重 生 才 孩子 说 累赘 拖累 自由
1,原生 家庭 门外 喝酒 父亲 屋内 发抖 孩子
1,聊聊 电疗 小住 五次 院 三次 做过 电疗 共 991129 次 就诊 医院 暂 不 支持 门诊 电疗 治疗 想 经历 分享 电疗 事项 希望 夸张 都 忘 小伙伴 会 想 忘掉 特定 事情 失忆 想 去 做 电疗 经历 来说 不 记忆 受 影响 电疗 副作用 治疗 期间 影响 住院 期间 两周 一个月 间 记忆 零散 记忆 或许 会 忘掉 想 洗牌 重来 发生 失忆 可逆 回到 地方 画面 聊天记录 记忆 会 回来 忘掉 不好 回忆 一看 手机 全记 没收 5 天 手机 记忆 至今 飞越 疯人院 里 说 恐怖 电影 里 主人公 不 配合 治疗 情绪 波动 太大 强行 做 未经 改良 电疗 苏醒 人 木木的 当为 惩罚 方法 电疗 惩罚 一种 物理 治疗 方法 电疗 前 医生 评估 符合条件 电疗 前 医生 会 家长 病人 解释 电疗 事项 电疗 前 监护人 签下 同意书 才 会 病人 拒绝 这一 物理 治疗 权利 电疗 流程 会 疼 感觉 提前 晚 护士 姐姐 提醒 禁食 禁水 第二天 一早 护士 姐姐 会来 留针 挂 葡萄糖 电疗 室前 半小时 会 氯化 琥珀 胆碱 屁股 针 印象 控制 唾液 分泌 略 疼 麻醉师 护士 操作 人员 医生 齐 电疗 室后 排队 进去 后 核对 病人 信息 血氧夹 鼻氧管 血压计 咬合 器 弄 好 枕头 垫 背部 抬头 固定 电极 块 注射 肌肉 松弛 剂 麻醉药 睡 结束 完 电疗 室 留观 半小时 出室 回 病房 睡 过程 简单 粗暴 听 指令 做 睡一觉 结束 每次 疗程 两三次 电疗 结束 后 醒来 都 会 头疼 内 疼 咬合 器弄 吃饭 困难 几次 后 没 电疗 疗程 情况 电疗 医生 说 电疗 疗程 612 次 次 看 病人 康复 情况 入院 做 电疗 都 是因为 念头 太重 门诊 调药 效果 都 不佳 会 喊 入院 入院 收症 查房 时 发现 情况 教导 主任 会 建议 电疗 最 做 电疗 挺 害怕 经历 没 有时候 病区 里 睡上 美美 一觉 不错 屁股 脑子 嘴巴 挨点 罪 心理治疗 电疗 医生 建议 亲身经历 不 并行 好 电疗 会 影响 住院 期间 记忆 相当于 心理治疗 白做 忘记 心理治疗 内容 做 电疗 后 乖乖 心理治疗 预约 退掉 价格 印象 中 凡是 电疗 那天 当日 清单 会超 900 超过 1000 药 挺 药都 进口 从不 主动 申请 做 电疗 医生 会 帮 选择 最优 方案 入院 后 情况 稳定 转成 不 做 电疗 单纯 心理治疗 加调 药 住院 医生 情况 下 判断 很 希望 条 帖子 个人经历 分享 祝愿 早日康复 治疗 综合 帖 网页 链接
